0.10827,0.13534,0.13534,0.13534,0.13534,0.13534,0.13029,0.11794,0.1203,0.1215,0.12303,0.12395,0.12492,0.12552,0.12631,0.12682,0.12727,0.12732,0.12777,0.12821,0.12853
0.067668,0.36788,0.30974,0.30974,0.20233,0.33489,0.19456,0.16093,0.12971,0.22136,0.26832,0.32559,0.31147,0.37136,0.45818,0.39893,0.44119,0.42898,0.41715,0.39309,0.36688
0.10827,0.13534,0.12356,0.098118,0.10037,0.10827,0.11278,0.11095,0.1015,0.10488,0.10827,0.11048,0.11278,0.11451,0.116,0.11729,0.11842,0.11941,0.1203,0.11397,0.11503
0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534
0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.1418,0.12279,0.12395,0.12484,0.12552,0.12567,0.12625,0.12688,0.12727,0.11941
0.1218,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.1203,0.1218,0.12303,0.12406,0.12492,0.12567,0.12631,0.12688,0.12737,0.12782,0.12821,0.12857,0.12889
0.1218,0.067668,0.090224,0.1015,0.10827,0.11278,0.116,0.11842,0.1203,0.1218,0.12303,0.12406,0.12492,0.12567,0.12631,0.12688,0.12737,0.12782,0.12821,0.12857,0.12889
0.10827,0.10827,0.13534,0.13534,0.1515,0.3212,0.44661,0.44085,0.40297,0.40297,0.39473,0.37208,0.43076,0.40338,0.4043,0.43142,0.43404,0.4288,0.42061,0.39311,0.37272
0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.10827,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534,0.13534
0.12303,0.12303,0.12303,0.12303,0.12303,0.12303,0.12303,0.12303,0.12303,0.12303,0.12303,0.11278,0.11357,0.11424,0.11483,0.11534,0.11579,0.10936,0.11008,0.11073,0.11131
0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278,0.11278
0.093694,0.1041,0.1041,0.1041,0.078078,0.062462,0.069403,0.07436,0.078078,0.08097,0.083283,0.085176,0.086753,0.088088,0.089232,0.090224,0.091091,0.091857,0.092537,0.093146,0.088488
0.096668,0.096668,0.096668,0.096668,0.096668,0.096668,0.082858,0.084585,0.085927,0.087001,0.08788,0.088612,0.089232,0.089763,0.083779,0.084585,0.085295,0.085927,0.086492,0.087001,0.087462
0.090224,0.090224,0.090224,0.090224,0.090224,0.090224,0.090224,0.090224,0.090224,0.090224,0.090224,0.090224,0.090224,0.090224,0.090224,0.084585,0.084916,0.085211,0.085475,0.085712,0.085927
0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585,0.084585
0.071648,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609,0.079609
0.060149,0.075186,0.075186,0.075186,0.075186,0.075186,0.071914,0.064087,0.065654,0.066728,0.067584,0.066567,0.062655,0.063619,0.064363,0.06509,0.065725,0.066286,0.066832,0.067272,0.067708
0.10526,0.32153,0.41254,0.34428,0.23051,0.18879,0.16452,0.14398,0.13845,0.11456,0.098387,0.096174,0.086699,0.079474,0.07903,0.078296,0.077825,0.077454,0.077086,0.076758,0.076494
0.060901,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668,0.067668
0,0.029,0.041889,0.041889,0.047797,0.047797,0.051234,0.053704,0.055085,0.056275,0.057106,0.055415,0.045112,0.046869,0.048188,0.049573,0.050529,0.04726,0.047282,0.045372,0.046544
0.061516,0.061516,0.061516,0.046137,0.048905,0.051058,0.052582,0.051819,0.047846,0.043061,0.044571,0.046137,0.042588,0.04394,0.044995,0.046035,0.047042,0.046954,0.045238,0.046137,0.046869
